usuario,perfilLink,textoComentario,timestamp,dataFormatada,tempoExibido,likes,id_comentario,texto_limpo,n_palavras,categorias,n_categorias,categoria_principal,sent_score,sent_polaridade,sent_intensidade,sent_n_palavras
mhginefra,mhginefra,"Minha experiência foi muito boa e bem diferente da maioria daqui. Meus pais trabalhavam fora e por isso todos os 5 filhos(3 mulheres e 2 homens)tinham que ajudar, com tarefas de acordo com as idades.Os mais velhos tinham mais responsabilidades que os menores. Fomos criados nos respeitando muito, nos amando, todos nós estudamos e nos formamos. Hoje que consigo enxergar, dou valor, pq sustentar e educar tantos filhos é tarefa difícil demais. Gratidão aos meus pais !❤️",2023-01-16T02:33:08Z,"Jan 15, 2023",121w,0,211,"Minha experiência foi muito boa e bem diferente da maioria daqui. Meus pais trabalhavam fora e por isso todos os 5 filhos(3 mulheres e 2 homens)tinham que ajudar, com tarefas de acordo com as idades.Os mais velhos tinham mais responsabilidades que os menores. Fomos criados nos respeitando muito, nos amando, todos nós estudamos e nos formamos. Hoje que consigo enxergar, dou valor, pq sustentar e educar tantos filhos é tarefa difícil demais. Gratidão aos meus pais !❤️",77,,0,sem_categoria,-0.5,negativo,0.5,1
euvaleriamenezes,euvaleriamenezes,"Me lembro sempre que íamos comer minha mae servia a todos, fazia literalmente o prato de cada um. E qdo acabávamos de almoçar os homens, meu pai e meus dois irmãos empurravam os pratos e saiam da mesa, e eu minha irmã e minha mãe íamos tirar a mesa lavar e enxugar a louça e arrumar a cozinha. Outra coisa era que para meu pai nós, as meninas, nunca tínhamos algo interessante pra falar, não dava atenção, então, muitas vezes falávamos rápido pra ver se dava tempo de nos ouvirem. E sempre até hoje penso que quando falo estou atrapalhando e enchendo as pessoas.",2023-01-16T02:32:35Z,"Jan 15, 2023",121w,0,212,"Me lembro sempre que íamos comer minha mae servia a todos, fazia literalmente o prato de cada um. E qdo acabávamos de almoçar os homens, meu pai e meus dois irmãos empurravam os pratos e saiam da mesa, e eu minha irmã e minha mãe íamos tirar a mesa lavar e enxugar a louça e arrumar a cozinha. Outra coisa era que para meu pai nós, as meninas, nunca tínhamos algo interessante pra falar, não dava atenção, então, muitas vezes falávamos rápido pra ver se dava tempo de nos ouvirem. E sempre até hoje penso que quando falo estou atrapalhando e enchendo as pessoas.",104,,2,diferenciacao_domestica,0,neutro,0,0
fernandatavvares,fernandatavvares,"Mesmo quando não tem filho/irmão homem... mas quando é irmã mais velha também é dessa forma por ser mais velha e saber fazer a responsabilidade fica pra mãos velha não adianta, a criação de um filho para o outro é diferente, o mais novo acaba tendo mais flexibilidade, menos exigências.",2023-01-16T02:31:52Z,"Jan 15, 2023",121w,1,213,"Mesmo quando não tem filho/irmão homem... mas quando é irmã mais velha também é dessa forma por ser mais velha e saber fazer a responsabilidade fica pra mãos velha não adianta, a criação de um filho para o outro é diferente, o mais novo acaba tendo mais flexibilidade, menos exigências.",50,,0,sem_categoria,-0.5,negativo,0.5,1
daianecosta1974,daianecosta1974,"Só eu fazia o trabalho de casa, meus irmãos não ajudavam e qdo tinha bagunça na casa eu era a louca da limpeza.",2023-01-16T02:29:42Z,"Jan 15, 2023",121w,0,214,"Só eu fazia o trabalho de casa, meus irmãos não ajudavam e qdo tinha bagunça na casa eu era a louca da limpeza.",23,,1,diferenciacao_domestica,0,neutro,0,0
aline.maia.20,aline.maia.20,"Quando eu tinha 12 anos e meu irmão 14(nem 14 acho que era 15)Minha mãe me botava pra fazer as coisas de casa praticamente tudo, ele só tinha que limpar o quintal e ""dobrar"" as roupas de cama, eu me sentia sobrecarregada e uma vez perguntei, mãe porque ele não faz mais coisas, ela respondeu: Porque é você que vai apanhar de marido quando casar se não fizer as coisas.",2023-01-16T02:28:09Z,"Jan 15, 2023",121w,1,215,"Quando eu tinha 12 anos e meu irmão 14(nem 14 acho que era 15)Minha mãe me botava pra fazer as coisas de casa praticamente tudo, ele só tinha que limpar o quintal e ""dobrar"" as roupas de cama, eu me sentia sobrecarregada e uma vez perguntei, mãe porque ele não faz mais coisas, ela respondeu: Porque é você que vai apanhar de marido quando casar se não fizer as coisas.",70,,2,diferenciacao_domestica,-1,negativo,1,1
wivi_brandao,wivi_brandao,"Quando eu questionava para a minha mãe o por quê do meu irmão poder sair quando quisesse e sem hora pra voltar e eu não (cheia de restrições), ela justificava ""prenda as suas cabritas porque os bodes estão soltos"". 0d€I0 essa frase até hoje.",2023-01-16T02:27:22Z,"Jan 15, 2023",121w,0,216,"Quando eu questionava para a minha mãe o por quê do meu irmão poder sair quando quisesse e sem hora pra voltar e eu não (cheia de restrições), ela justificava ""prenda as suas cabritas porque os bodes estão soltos"". 0d€I0 essa frase até hoje.",44,,1,diferenciacao_liberdades,0,neutro,0,0
advrenatamaldonado,advrenatamaldonado,"Eu, mesmo caçula, cozinhava e fazia o prato dos meus irmãos desde pequena. Outra situação, meu pai ensinou apenas meus irmãos homens a nadar e eu não 😢",2023-01-16T02:19:23Z,"Jan 15, 2023",121w,0,217,"Eu, mesmo caçula, cozinhava e fazia o prato dos meus irmãos desde pequena. Outra situação, meu pai ensinou apenas meus irmãos homens a nadar e eu não 😢",28,,0,sem_categoria,0,neutro,0,0
marcelinhacesario,marcelinhacesario,"Meu irmão ao 17 ganhou uma moto ( Bis), aos 18 habilitação e um carro. Eu aos 18 ganhei habilitação. Por volta dos 10/ 11 anos eu só poderia ficar na rua brincando se tivesse outras meninas. Brincar somente com os meninos sem a presença do meu irmão, não 😢. Lamentável",2023-01-16T02:17:54Z,"Jan 15, 2023",121w,0,218,"Meu irmão ao 17 ganhou uma moto ( Bis), aos 18 habilitação e um carro. Eu aos 18 ganhei habilitação. Por volta dos 10/ 11 anos eu só poderia ficar na rua brincando se tivesse outras meninas. Brincar somente com os meninos sem a presença do meu irmão, não 😢. Lamentável",51,,0,sem_categoria,0,neutro,0,0
alecomunica,alecomunica,"Sou a mais velha, tenho dois irmãos que não tinham nunca que arrumar a cama, lavar louça e ajudar, ajudar em tudo! Fui serviçal da família por anos a fio. Sim, serviçal, enquanto eles tinham mais tempo para estudar, assistir TV, brincar!",2023-01-16T02:16:45Z,"Jan 15, 2023",121w,0,219,"Sou a mais velha, tenho dois irmãos que não tinham nunca que arrumar a cama, lavar louça e ajudar, ajudar em tudo! Fui serviçal da família por anos a fio. Sim, serviçal, enquanto eles tinham mais tempo para estudar, assistir TV, brincar!",42,,2,diferenciacao_domestica,0,neutro,0,0
marizaresplandes,marizaresplandes,"Aos 22 meu pai me achava ingênua pra viajar de ônibus. Aos 16 meu irmão mais velho foi morar em outra cidade pra fazer faculdade, na casa de fios",2023-01-16T02:15:01Z,"Jan 15, 2023",121w,0,220,"Aos 22 meu pai me achava ingênua pra viajar de ônibus. Aos 16 meu irmão mais velho foi morar em outra cidade pra fazer faculdade, na casa de fios",29,,2,diferenciacao_domestica,0,neutro,0,0
_bbonis,_bbonis,"Não podia usar roupa curta para os vizinhos não verem, não podia sair de casa sem arrumar ela primeiro, tira hora pra sair e voltar, tinha que falar onde e com quem estava, mandar localização, e meu irmão 3 anos mais novo que eu não precisava fazer nada disso. Além de que não podia ficar em casa sozinha com homem e meu irmão pode ficar de boa com a namorada.",2023-01-16T02:13:51Z,"Jan 15, 2023",121w,0,221,"Não podia usar roupa curta para os vizinhos não verem, não podia sair de casa sem arrumar ela primeiro, tira hora pra sair e voltar, tinha que falar onde e com quem estava, mandar localização, e meu irmão 3 anos mais novo que eu não precisava fazer nada disso. Além de que não podia ficar em casa sozinha com homem e meu irmão pode ficar de boa com a namorada.",70,,4,diferenciacao_domestica,0,neutro,0,0
bunamee,bunamee,"Sou 7 anos mais velha que meu irmão, uma vez minha mãe saiu pra trabalhar e ficamos só nós 2. Eu pedi pra ele lavar a louça enquanto eu arrumava o resto da casa, ele botou uma cadeira na pia e foi lavar de boa, nisso minha mãe chegou e brigou comigo: onde já se viu isso?! Isso não é coisa de menino! Hoje ele já tem 27 anos e embora minha mãe reclame, ainda é ela quem arruma ATÉ a cama do bonito.",2023-01-16T02:13:17Z,"Jan 15, 2023",121w,0,222,"Sou 7 anos mais velha que meu irmão, uma vez minha mãe saiu pra trabalhar e ficamos só nós 2. Eu pedi pra ele lavar a louça enquanto eu arrumava o resto da casa, ele botou uma cadeira na pia e foi lavar de boa, nisso minha mãe chegou e brigou comigo: onde já se viu isso?! Isso não é coisa de menino! Hoje ele já tem 27 anos e embora minha mãe reclame, ainda é ela quem arruma ATÉ a cama do bonito.",84,,1,diferenciacao_domestica,0,neutro,0,0
marizaresplandes,marizaresplandes,"Várias situações. Uma delas: quando éramos menores, meu pai disse que era bom que os meninos dividissem comigo a função de lavar a louça. Eles fizeram isso durante o período, mas quando foram crescendo, ele disse: agora estão muito grandes pra ficar lavando louça.",2023-01-16T02:11:30Z,"Jan 15, 2023",121w,0,223,"Várias situações. Uma delas: quando éramos menores, meu pai disse que era bom que os meninos dividissem comigo a função de lavar a louça. Eles fizeram isso durante o período, mas quando foram crescendo, ele disse: agora estão muito grandes pra ficar lavando louça.",44,,1,diferenciacao_domestica,0,neutro,0,0
giohce,giohce,"Eu e minha irmã tínhamos que lavar pratos e os meninos não, pq meu pai não os deixava. Segundo minha mãe, tinha medo que eles ficassem efeminados.🤦🏻‍♀️ Também só podíamos ir para festas na companhia do meu irmão mais velho. O mesmo que aprendeu a dirigir antes dos 18 anos, enquanto eu, já com 18 implorava para que meu pai me ensinasse mas ele só o fez quando eu tinha 22 e foi preciso para participar de uma seleção de emprego numa locadora de carros. Me dá raiva lembrar dessas coisas 😒",2023-01-16T02:11:08Z,"Jan 15, 2023",121w,0,224,"Eu e minha irmã tínhamos que lavar pratos e os meninos não, pq meu pai não os deixava. Segundo minha mãe, tinha medo que eles ficassem efeminados.🤦🏻‍♀️ Também só podíamos ir para festas na companhia do meu irmão mais velho. O mesmo que aprendeu a dirigir antes dos 18 anos, enquanto eu, já com 18 implorava para que meu pai me ensinasse mas ele só o fez quando eu tinha 22 e foi preciso para participar de uma seleção de emprego numa locadora de carros. Me dá raiva lembrar dessas coisas 😒",92,,2,diferenciacao_domestica,-1,negativo,1,1
adrianasilva.7,adrianasilva.7,"😢 minha existência que marcou muito literalmente, das tantas que vivi sendo a mais nova dos irmãos (3 homens, minha irmã mais velha e eu). Um dos meus irmãos precisava ir trabalhar, mas o uniforme dele não estava passado, minha mãe e minha irmã não estava em casa, estavam eu, meu pai e esss irmão, quando eles tiveram a ""brilhante"" idéia de pedir para uma menina de 8 anos passar a roupa e com isso eu queimei as minhas pernas. Graças à Deus não aconteceu o pior e hoje cicatrizes não aparecem mais, só a lembrança horrível de ter que fazer um serviço doméstico pois eu era a única mulher na casa",2023-01-16T02:08:46Z,"Jan 15, 2023",121w,0,225,"😢 minha existência que marcou muito literalmente, das tantas que vivi sendo a mais nova dos irmãos (3 homens, minha irmã mais velha e eu). Um dos meus irmãos precisava ir trabalhar, mas o uniforme dele não estava passado, minha mãe e minha irmã não estava em casa, estavam eu, meu pai e esss irmão, quando eles tiveram a ""brilhante"" idéia de pedir para uma menina de 8 anos passar a roupa e com isso eu queimei as minhas pernas. Graças à Deus não aconteceu o pior e hoje cicatrizes não aparecem mais, só a lembrança horrível de ter que fazer um serviço doméstico pois eu era a única mulher na casa",112,,2,diferenciacao_domestica,0,neutro,0,0
jositheclown,jositheclown,"Quando vou almoçar na casa do meu pai, ele me espera chegar pra organizar a mesa. Daí comemos. E a louça fica pras mulheres (eu, né, pq não vou fazer minha mãe lavar nada!). Meu pai, nem colocar o prato que ele comeu na pia faz. Larga lá pra eu pegar. Eu reclamo, mas meu irmão diz que lavar louça é coisa de mulher e ri com meu pai, que estou exagerando blablabla... Eu faço pelo ""bem maior"" da família unida, mas né? É isso.",2023-01-16T02:08:19Z,"Jan 15, 2023",121w,0,226,"Quando vou almoçar na casa do meu pai, ele me espera chegar pra organizar a mesa. Daí comemos. E a louça fica pras mulheres (eu, né, pq não vou fazer minha mãe lavar nada!). Meu pai, nem colocar o prato que ele comeu na pia faz. Larga lá pra eu pegar. Eu reclamo, mas meu irmão diz que lavar louça é coisa de mulher e ri com meu pai, que estou exagerando blablabla... Eu faço pelo ""bem maior"" da família unida, mas né? É isso.",85,,1,diferenciacao_domestica,0,neutro,0,0
estoufrancislara,estoufrancislara,"Eu cheguei do trabalho as 21:15 e não tinha lavado o uniforme do meu irmão, e ele ficou nervoso. E nesse dia apanhei, porque falei que era igual ao meu pai. E também saí de casa.",2023-01-16T02:07:05Z,"Jan 15, 2023",121w,0,227,"Eu cheguei do trabalho as 21:15 e não tinha lavado o uniforme do meu irmão, e ele ficou nervoso. E nesse dia apanhei, porque falei que era igual ao meu pai. E também saí de casa.",36,,1,diferenciacao_domestica,1,positivo,1,1
jositheclown,jositheclown,"Eu sempre fui a garota dos recados. Ia em mercado, açougue, bar, qq lugar que meus pais quisessem. E não podia me negar, senão era punida. Meu irmão apenas dizia que não ia qua do era solicitado. Apenas não. E o não dele era ouvido e a solicitação, que era pra ele cumprir, automaticamente vinha pra mim.",2023-01-16T02:04:47Z,"Jan 15, 2023",121w,0,228,"Eu sempre fui a garota dos recados. Ia em mercado, açougue, bar, qq lugar que meus pais quisessem. E não podia me negar, senão era punida. Meu irmão apenas dizia que não ia qua do era solicitado. Apenas não. E o não dele era ouvido e a solicitação, que era pra ele cumprir, automaticamente vinha pra mim.",57,,0,sem_categoria,0,neutro,0,0
nandacastro13,nandacastro13,"Nossa, são tantas que acho que nem cabe aqui. Eu fazia todas as tarefas da casa e segundo minha mãe ele não precisava pq ""homem é assim mesmo"", se eu namorasse ia pegar fama, ele era o pegador, ele ja fez TODAS as presepadas possíveis (agressão comigo e outras mulheres, deu pt em vários carros, drogas, pegou $ emprestado e não pagou etc etc etc) mas sempre arranjam (família no geral) uma desculpa pras merdas que ele faz, se eu falo qquer coisa ""ahh é ciúmes"" e isso é só uma parte, hoje tenho contato zero e sou mais feliz assim",2023-01-16T02:03:23Z,"Jan 15, 2023",121w,0,229,"Nossa, são tantas que acho que nem cabe aqui. Eu fazia todas as tarefas da casa e segundo minha mãe ele não precisava pq ""homem é assim mesmo"", se eu namorasse ia pegar fama, ele era o pegador, ele ja fez TODAS as presepadas possíveis (agressão comigo e outras mulheres, deu pt em vários carros, drogas, pegou $ emprestado e não pagou etc etc etc) mas sempre arranjam (família no geral) uma desculpa pras merdas que ele faz, se eu falo qquer coisa ""ahh é ciúmes"" e isso é só uma parte, hoje tenho contato zero e sou mais feliz assim",101,,2,diferenciacao_domestica,1,positivo,1,1
