usuario,perfilLink,textoComentario,timestamp,dataFormatada,tempoExibido,likes
anne.caroline.lira,anne.caroline.lira,"Eu tenho um irmão mais novo... meus pais me ensinaram desde bem pequena a limpar a casa, cuidar do irmão mais novo, fazer comida... com 11 eu já fazia a faxina da casa toda sexta e cozinhava todo dia porque minha mãe chegava quase todos os dias meia-noite do trabalho (isso por um bom tempo)... meu irmão não precisava fazer nada, nunca precisou, só eu era cobrada. Quando tive idade pra tirar carta foi conseguir só com 19 anos e com ajuda da minha mãe e do meu avô e meu pai não oferecia pra dirigir o carro dele, apenas foi comigo comprar uma moto (que minha mãe me ajudou a pagar). Já meu irmão tirou com 18 e já podia pegar o carro. Fora aquela coisa de poder sair de casa com 14 anos sozinho e eu sempre tinha que ter companhia conhecida, hora pra voltar... enfim...",2023-01-15T16:54:09.000Z,"Jan 15, 2023",122w,0
debs3ribeiro,debs3ribeiro,"Ter que ser suporte emocional da mãe, ter que ser a responsável da família, fazer todo trabalho doméstico da casa, lidar com a violência física e verbal dos irmãos... Não foi fácil mesmo ...",2023-01-15T16:54:16.000Z,"Jan 15, 2023",122w,0
ninivenina23,ninivenina23,"Eu tinha que cuidar dos meus irmãos, a diferença de idade são de 8 anos. Tinha que dar comida, banho, brincar, arrumar a casa e levar pra escola. Até pra ir treinar voley e ir pra casa das amigas eu os levava. Como eles eram fofinhos e bem tranquilos, eu não ficava com raiva dessa situação. Agora entendendo melhor, era como se uma menina de 12 anos tivesse 2 filhos.",2023-01-15T16:54:19.000Z,"Jan 15, 2023",122w,0
isabelsousa.adv,isabelsousa.adv,"Por muito tempo houve essa cobrança de atividades domésticas associadas às mulheres lá em casa, depois de muito esforço educativo, hj os homens adultos contribuem com as tarefas tbm quando fazem visita ,ou realizamos eventos familiares.",2023-01-15T16:54:58.000Z,"Jan 15, 2023",122w,0
elizamabs,elizamabs,Eu fazia tudo e meus dois irmãos só tinham que jogar o lixo fora e se eles não fizessem a tarefa deles a culpa era minha pq eu tinha que cobrar,2023-01-15T16:55:12.000Z,"Jan 15, 2023",122w,0
ruthffeitosa,ruthffeitosa,"Pra mim ainda é difícil falar sobre. São muitas coisas que vão além dos afazeres domésticos. Existe tantas coisas que estão marcadas dentro de mim de alguma maneira e que eu nem consigo pontua-las nesta altura dos meus 44 anos. Mas resumidamente até hj me sinto menos inteligente, menos capaz, menos importante que eles.",2023-01-15T16:55:13.000Z,"Jan 15, 2023",122w,0
aazevedo007,aazevedo007,"Eu saía antes da 6h da manhã para a faculdade, da faculdade ia para o trabalho. Chegava em casa às 23h todos os dias, de segunda a sexta. No fds, mesmo tendo dois irmãos homens em casa, adivinha quem a minha mãe acordava cedo para ir comprar pão ou ir ao mercado? Lembrete: dos 3 filhos, apenas eu trabalhava.",2023-01-15T16:55:24.000Z,"Jan 15, 2023",122w,0
josanemiranda,josanemiranda,"Esse assunto ainda é gatilho pra mim!!! Falo superficialmente aqui, porque ainda tenho marcas doloridas. Sou a caçula de 7 irmãos homens. No velório do meu pai descobri tanta informação dolorosa desse preterimento, que só agradeci a Deus por ter encontrado o caminho das terapias, sabia que existiria recursos pra cuidar disso. Do contrário, juro que teria explodido de raiva e quebrado tudo. Foi horrível!!",2023-01-15T16:55:35.000Z,"Jan 15, 2023",122w,1
possebonshai,possebonshai,xiiii se eu começo...,2023-01-15T16:55:40.000Z,"Jan 15, 2023",122w,0
gleicekly,gleicekly,Eu tinha que acordar mais cedo para escola pq ele estava sempre muito cansado.( quando morávamos com@minha avó materna),2023-01-15T16:55:42.000Z,"Jan 15, 2023",122w,0
vanessa.curvello,vanessa.curvello,"Te enviei na DM, pois aqui não dá. Não é minha história, mas na família próxima.",2023-01-15T16:56:12.000Z,"Jan 15, 2023",122w,0
0.alita.0,0.alita.0,Eles ganham tecnologia e vc ganha uma boneca de plastico e panelinha,2023-01-15T16:56:16.000Z,"Jan 15, 2023",122w,3
poxamedeirox,poxamedeirox,"Eu sou a mais velha de 4 irmãos(3 mulheres e 1 homem) e já tinha saído de casa mas lembro do meu avô dizendo que minhas irmãs adolescentes tinham que lavar a roupa do meu irmão pq era coisa de mulher, elas sempre brigavam e negavam e ele resolveu o problema comprando uma máquina de lavar. Este trauma me fez criar meu filho(hoje com 22 anos) como um adulto funcional, hoje ele casado lava até as calcinhas da companheira, se ela deixar.",2023-01-15T16:56:44.000Z,"Jan 15, 2023",122w,0
0.alita.0,0.alita.0,Meu irmao ganha computador e eu uma chapinha,2023-01-15T16:56:49.000Z,"Jan 15, 2023",122w,3
lesbicaeperiferica,lesbicaeperiferica,"Minha mãe me acordava cedo, quando eu era criança, pra ir comprar (enquanto eu chorava pq nao queria) pão pra eles, porque meu irmão chegava da noitada de manhã e o bonitão não podia ser acordado, incomodado. Ainda tinha que fazer silêncio. Várias situações minha mãe colocou meu irmão como prioridade enquanto me negligênciava. Isso fez com que eu não construísse uma relação boa com ela, so me afastou deles dois. Ele sempre me agredia, então sofria violência doméstica por parte dele.",2023-01-15T16:56:58.000Z,"Jan 15, 2023",122w,15
mari.e.miguel,mari.e.miguel,"Minha mãe dizia que não distinguia. Os dois podiam brincar até o mesmo horário, ir aos mesmos lugares, mas no fundo, ela deixou de ensinar a cozinhar e limpar a casa aos dois, acho que pq não se sentia a vontade de ensinar a ele. Ela esperava mto mais de mim a iniciativa. Fomos os dois morar sozinhos, eu tica muito mais facilidade…",2023-01-15T16:57:19.000Z,"Jan 15, 2023",122w,2
juliana__figueiredo,juliana__figueiredo,"Eu sempre dizia ao meu pai que sentia que ele queria que eu tivesse nascido homem para ir trabalhar na lavoura, como meu irmão! Doia mtoooo! Pq ele não valorizava nem um pouco o quanto eu ajudava a minha mãe nas tarefas de casa 😢",2023-01-15T16:57:40.000Z,"Jan 15, 2023",122w,2
hello.suellen,hello.suellen,"Na família da minha mãe em todo almoço de data comemorativa geral se reúne (e a família é grande pra caramba). As mulheres mais velhas (tias) sempre fazem o almoço. Na hora de comer os homens sempre sentam à mesa, enquanto as mulheres, adolescentes e crianças se espalham pela casa. Até aí, tudo bem... sempre preferi comer na sala 😅. Mas aí vem a parte que eu sempre achei um absurdo. Depois de comer, os homens saem da cozinha e vão bater papo enquanto as mulheres tiram a mesa e as primas mais novas (adolescentes/jovenzinhas) lavem, secam e guardam a louça. Sempre achei isso ultrajante. Não por ter que lavar, secar e guardar, mas porque nenhum homem nunca ajudou a tirar a mesa e nenhum primo nunca ajudou com a louça. Acabei de ter um filho, ele tem 3 meses, e vai aprender que nos almoços de família (e no dia a dia) ele também vai encostar a barriguinha na pia pra ajudar a lavar louça!",2023-01-15T16:58:07.000Z,"Jan 15, 2023",122w,19
valeritc,valeritc,@vanessacastro2053 @sterphanytorres lembram como o papai era doido pra ter um filho. Ia ser desse jeito aí dos comentários. Nossa sorte,2023-01-15T16:58:42.000Z,"Jan 15, 2023",122w,1
juliana__figueiredo,juliana__figueiredo,Tenho 34 anos e até então eu sempre era cobrada para fazer as tarefas de casa quando vou passar férias lá! Há pouco tempo deixei claro que sou visita e que também mereço descanso! Melhorou mto!!!,2023-01-15T16:58:43.000Z,"Jan 15, 2023",122w,0
ju.b.bernardes,ju.b.bernardes,Abusos e violências de todos os tipos.,2023-01-15T16:59:19.000Z,"Jan 15, 2023",122w,0
suelenschwamberger,suelenschwamberger,Nossa nem é bom lembrar 😢 desde a minimizar e mulher à agressão entre coisas piores 😢,2023-01-15T16:59:19.000Z,"Jan 15, 2023",122w,0
jessycamarques_,jessycamarques_,"Na minha casa não tinha muita diferença não, graças a Deus minha mãe era muito realista. Meu pai sempre vinha com revista de mulher pelada pro meu irmão, um dia eu tinha uns 14 anos e perguntei se ele ia trazer uma revista de homem pelado pra mim também, ele ficou chocado com a pergunta mas minha mãe logo entrou e disse que eu estava certinha, que se meu irmão ganhava eu tbm tinha direito. Moral da história eu nunca ganhei uma revista de homem pelado, mas também meu irmão nunca mais ganhou sua playboy mensal 😂",2023-01-15T16:59:57.000Z,"Jan 15, 2023",122w,0
julianarholanda,julianarholanda,"Pedi p meu irmão lavar a louça pq eu tava com dor nas pernas. Meu pai viu e disse p ele não lavar pq ""tem quem lave"". Perguntei quem era essa pessoa, meu pai disse que era eu 😒",2023-01-15T16:59:58.000Z,"Jan 15, 2023",122w,0
lu_ciene_nogueira,lu_ciene_nogueira,É clássico cobrar somente das mulheres o uso de métodos contraceptivos. Quando uma mulher engravida a culpa é sempre dela que não se cuidou.. 🤢 depois disso elas ainda são responsabilizadas sozinhas pó,2023-01-15T17:00:20.000Z,"Jan 15, 2023",122w,35
adriane.pediatra,adriane.pediatra,"Meu irmão não podeia sequer colocar a própria comida, tirar o próprio prato da mesa. Lavar seu copo, prato, cueca? Nem cogitar.",2023-01-15T17:01:25.000Z,"Jan 15, 2023",122w,0
carla_zc,carla_zc,"Em casa, eu e minha irmã sempre ajudamos nas tarefas de casa, cozinhar, meu irmão nunca precisou. Mas o pior é que ele podia sair, viajar com a escola, não tinha hora pra voltar, e com a gente sempre foi bem diferente. Apesar de tudo, meus pais sempre incentivaram a gente a estudar e ser independente. Mas o machismo tá ali. “Engraçado” que quando vamos na minha mãe, continua a mesma coisa. Mulheres cozinham e arrumam a cozinha, enquanto os homens sentam pra comer e conversar. Até meu esposo, que em casa é proativo, fica nessa fuleragem na casa dos meus pais 😰",2023-01-15T17:01:44.000Z,"Jan 15, 2023",122w,2
jairo.luis.ramirez,jairo.luis.ramirez,"Sim, e para não virarem feministas também.",2023-01-15T17:01:46.000Z,"Jan 15, 2023",122w,0
thais_muniz51,thais_muniz51,"Meus 3 irmãos ganharam sua primeira carteira de motorista, eu paguei pela minha.",2023-01-15T17:02:30.000Z,"Jan 15, 2023",122w,0
flaviaborges_interiores_,flaviaborges_interiores_,Lembro do meu irmão mais Velho me mandando pegar água enquanto almoçava. Eu também estava almoçando.,2023-01-15T17:02:33.000Z,"Jan 15, 2023",122w,0
deniferrez,deniferrez,Eu nunca pude dormir com um namorado em casa. Meu irmão começo a levar namoradas desde os 14. E meu pai ainda saía de casa pra deixar ele mais à vontade...,2023-01-15T17:02:57.000Z,"Jan 15, 2023",122w,0
anapaularuman,anapaularuman,"Irmãos tinham aula particular de inglês em casa. Eu aprendi sozinha depois de adulta pq precisei. Meus irmãos também tiveram aula de teclado e violão. Nunca aprendi.Meus pais pagaram a faculdade deles, eu paguei a minha. C’est la vie…",2023-01-15T17:03:07.000Z,"Jan 15, 2023",122w,23
valeriaafaga,valeriaafaga,"Sabe que eu nem consigo descrever todos os abusos!? Me dói muito até hj…Não se trata apenas das “tarefas” das mulheres, a pior deles são os abusos afetivos e emocionais nos fazendo crer que somos menores, ineficientes e mendigamos afeto.Sem saúde emocional pra expor tanta dor que carrego até hj 😢😢",2023-01-15T17:03:22.000Z,"Jan 15, 2023",122w,20
ffabiana____,ffabiana____,"Meu irmão brincava o dia todo, eu só podia brincar qdo acabasse as tarefas da casa, infelizmente sempre terminava tarde e aí não podia mais sair pra brincar. Qdo eu pedia pro meu irmão fazer alguma coisa em casa, por exemplo pegar um copo da sala, que ele mesmo tinha levado, minha mãe ja soltava um grito comigo pra eu pegar pq ele é homem e é assim mesmo. Eu vivi o machismo pelas mãos e boca da minha própria mãe.",2023-01-15T17:03:32.000Z,"Jan 15, 2023",122w,11
mari.n.bueno,mari.n.bueno,Meus irmãos todos ganharam carro quando tiraram carta... Eu não pq escolhi ter filhos... Detalhe que tirei carta com 18 e tive filhos com 21,2023-01-15T17:03:41.000Z,"Jan 15, 2023",122w,0
luciane_santarosa,luciane_santarosa,"Os irmãos homens sempre tinham o bife frito na hora. No meu caso, eu é que tinha que preparar o meu. Mas o interessante que meus irmãos casaram com mulheres que trabalhavam fora e não gostavam muito de cozinhar, e os três tornaram-se os cozinheiros Mor da família.",2023-01-15T17:03:46.000Z,"Jan 15, 2023",122w,0
nataliatisi,nataliatisi,"Só eu lavava louça e Qnd questionava era sempre mesma resposta - pq ele era homem e que tinha q aprender q cuidar da casa ou tinha q casar com homem rico já q não queria fazer nada, não aprender nada … 🤷🏼‍♀️",2023-01-15T17:03:47.000Z,"Jan 15, 2023",122w,0
marifeh3,marifeh3,"@flavy_silvaflor se o conhecimento que temos hoje em dia, tivéssemos quando criança,evitaríamos muita coisa 😢",2023-01-15T17:04:09.000Z,"Jan 15, 2023",122w,1
simoneecbarreto,simoneecbarreto,"Vou começar… só eu devia fazer os serviços domésticos pq não era serviço de homem, uma vez eu distribui as tarefas para todos, mas meu pai não permitiu que meu irmão varresse a casa. Não podia ficar com namorado no quarto, eles sim, não podia viajar com amigos eles sim. Claro que só fui entender isso mais tarde e sinto muito principalmente por ter deixado minha mãe sobrecarregada",2023-01-15T17:04:37.000Z,"Jan 15, 2023",122w,0
germanocalessa,germanocalessa,"Meu irmão é seis anos mais novo do que eu e nunca apanhou, era sempre o ""menor"". Minha mãe me batia por QQ coisa e ele ria, a avó dele ( não era minha avó) ria também. Ele foi ficando adolescente, se meteu com bandidos e minha mãe nunca acreditou quando eu contava, achava que eu queria deturpar a imagem dele, ele usava drogas, roubava coisas da minha casa e ela nunca acreditou. Até o dia que o traficante foi a casa dela cobrar um dinheiro que ele devia. Ela pagou e não se tocou no assunto. Ele não estudou e trabalha com vendas de material eletrônico. Eu tenho duas faculdades e três pós graduações, minha mãe nunca foi a nenhuma formatura. Nunca me pediram desculpas. Hoje ele é casado e tem uma filha, quem tirou ele do vício foi a esposa, uma ótima mulher. Mas eu sou mãe solteira, nunca usei drogas, faço mestrado mas sou bisexual. Minha mãe diz que eu sou a vergonha da família e tem muito orgulho do meu irmão. Me afastei de todos eles, vivo a minha vida e deles eu só sinto pena e nojo, pq além de tudo são Bolsonaristas.",2023-01-15T17:04:38.000Z,"Jan 15, 2023",122w,0
fabiigodinho,fabiigodinho,"Falava sobre isso essa semana com meu esposo. Eu estava pedindo ao meu filho de oito anos que juntasse as roupas dele que estavam em cima da cama e guardasse e ele disse que não sabia guardar, daí eu disse pra guardar do jeito que sabia. Meu marido me questionou pq eu prefiro deixar que ele guarde de qualquer jeito do que eu mesma pegar e já deixar arrumado. Expliquei que cresci numa casa com 3 irmãos onde eu tinha que limpar o quarto deles, dobrar as roupas, guardar e limpar toda a casa enquanto eles ficavam só no vídeo game e futebol, então sim, prefiro que guarde de qualquer jeito do que ele ache que é uma obrigação minha fazer, uma hora ele aprende a guardar direito, mas desde já precisa aprender que tbm precisa realizar as tarefas de casa.",2023-01-15T17:04:58.000Z,"Jan 15, 2023",122w,27
monicatayllor,monicatayllor,"Então, passei a minha adolescência tendo que cuidar de uma casa com 3 irmãos e meu Pai, e nem tive escolha, sofri na pele esse machismo, a mulher ter que cuidar de tudo...até hj isso me irrita só de lembrar...",2023-01-15T17:05:02.000Z,"Jan 15, 2023",122w,0
amoremla,amoremla,Eu e minha irmã tínhamos que ajudar nossa mãe com as tarefas de casa. Meu irmão não arrumava nem a própria cama. 😡,2023-01-15T17:05:12.000Z,"Jan 15, 2023",122w,0
zontandresa,zontandresa,"Nossa, tô descobrindo.isso agora, ou melhor estou tendo a oportunidade de perceber isso....momentos de machismos, de bullying......co.é dolorido, sempre ouvi ' vc não é seu irmão ""....uma busca incansável para ser vista como igual",2023-01-15T17:05:15.000Z,"Jan 15, 2023",122w,0
